"Seviye","Kelime","Tür","Anlam","Cümle"
"A1 2 M","toothbrush","noun","diş fırçası","Don't forget to pack your toothbrush. Diş fırçanı koymayı unutma."
"A1 2 M","toothpaste","noun","diş macunu","Put some toothpaste on your brush. Fırçana biraz diş macunu sür."
"A1 2 M","top","adj + n","en üst, üst kısım","Put the box on the top shelf. Kutuyu en üst rafa koy."
"A1 2 M","towel","noun","havlu","Dry your hands with a clean towel. Ellerini temiz bir havluyla kurula."
"A1 2 M","town","noun","kasaba, şehir","They live in a quiet country town. Sakin bir kasabada yaşıyorlar."
"A1 2 M","town/city centre","noun","şehir merkezi","We went shopping in the town centre. Kasaba merkezinde alışveriş yaptık."
"A1 2 M","tractor","noun","traktör","The farmer is driving a tractor in the field. Çiftçi tarlada traktör sürüyor."
"A1 2 M","travel","verb","seyahat etmek","I love to travel around the world. Dünyayı seyahat etmeyi çok severim."
"A1 2 M","treasure","noun","hazine","The pirates searched for the hidden treasure. Korsanlar gizli hazineyi aradı."
"A1 2 M","trip","noun","gezi, seyahat","We went on a school trip to the museum. Müzeye bir okul gezisine gittik."
"A1 2 M","Tuesday","noun","salı","We have a meeting on Tuesday. Salı günü bir toplantımız var."
"A1 2 M","uncle","noun","amca, dayı","My uncle lives in Germany. Amcam Almanya'da yaşıyor."
"A1 2 M","up","adv + prep","yukarı, yukarıya","He walked up the hill. Tepeye doğru yürüdü."
"A1 2 M","upstairs","adv + n","üst kat, üst kata","My bedroom is upstairs. Yatak odam üst kattadır."
"A1 2 M","vegetable","noun","sebze","Eat fresh vegetables for a healthy life. Sağlıklı bir yaşam için taze sebze ye."
"A1 2 M","Vicky","noun","özel isim (Vicky)","Vicky is playing tennis with her friend. Vicky arkadaşıyla tenis oynuyor."
"A1 2 M","video","noun + var","video / video çekmek","We recorded a funny family video. Komik bir aile videosu kaydettik."
"A1 2 M","village","noun","köy","They live in a small mountain village. Küçük bir dağ köyünde yaşıyorlar."
"A1 2 M","wait","verb","beklemek","Please wait for me here. Lütfen burada beni bekle."
"A1 2 M","wake (up)","verb","uyanmak","I usually wake up at six. Genellikle saat altıda uyanırım."
"A1 2 M","walk","noun","yürüyüş","Let's go for a walk in the park. Parkta bir yürüyüşe çıkalım."
"A1 2 M","wash","noun + var","yıkamak","Wash your hands before dinner. Akşam yemeğinden önce ellerini yıka."
"A1 2 M","water","verb","sulamak","He is watering the flowers in the garden. Bahçedeki çiçekleri suluyor."
"A1 2 M","waterfall","noun","şelale","We saw a beautiful waterfall in the forest. Ormanda güzel bir şelale gördük."
"A1 2 M","wave","noun","dalga","Big waves crashed against the rocks. Büyük dalgalar kayalara çarptı."
"A1 2 M","weak","adjective","zayıf, güçsüz","He felt weak after his illness. Hastalığından sonra kendini zayıf hissetti."
"A1 2 M","weather","noun","hava durumu","The weather is very nice today. Bugün hava çok güzel."
"A1 2 M","website","noun","web sitesi","You can find more info on our website. Web sitemizde daha fazla bilgi bulabilirsin."
"A1 2 M","Wednesday","noun","çarşamba","Our exam is on Wednesday. Sınavımız çarşamba günü."
"A1 2 M","week","noun","hafta","There are seven days in a week. Bir haftada yedi gün vardır."
"A1 2 M","weekend","noun","hafta sonu","What are your plans for the weekend? Hafta sonu için planların neler?"
"A1 2 M","well","adj + adv","iyi bir şekilde, iyi","She speaks English very well. Çok iyi İngilizce konuşuyor."
"A1 2 M","wet","adjective","ıslak","Your jacket is wet from the rain. Yağmurdan dolayı ceketiniz ıslak."
"A1 2 M","whale","noun","balina","We saw a huge whale in the sea. Denizde devasa bir balina gördük."
"A1 2 M","when","adv + conj + int","ne zaman, -dığında","When will you visit us? Bizi ne zaman ziyaret edeceksin?"
"A1 2 M","where","pronoun","nerede","Where did you put my keys? Anahtarlarımı nereye koydun?"
"A1 2 M","which","pronoun","hangi","Which of these books do you want? Bu kitaplardan hangisini istiyorsun?"
"A1 2 M","who","pronoun","kim","Who is knocking on the door? Kapıyı çalan kim?"
"A1 2 M","why","interrogative","neden, niçin","Why are you crying? Neden ağlıyorsun?"
"A1 2 M","wind","noun","rüzgar","A strong wind is blowing outside. Dışarıda güçlü bir rüzgar esiyor."
"A1 2 M","windy","adjective","rüzgarlı","It is too windy to sail today. Bugün yelken açmak için çok rüzgarlı."
"A1 2 M","work","noun + var","çalışmak, iş / çalışmak","My father works in an office. Babam bir ofiste çalışıyor."
"A1 2 M","world","noun","dünya","We live on planet Earth. Dünya gezegeninde yaşıyoruz."
"A1 2 M","worse","adj + adv","daha kötü","His condition became worse today. Durumu bugün daha kötüleşti."
"A1 2 M","worst","adj + adv","en kötü","That was the worst movie I have ever seen. Bu şimdiye kadar gördüğüm en kötü filimdi."
"A1 2 M","would","verb","-erdi, -ardes (kibarlık kipi)","Would you like some tea? Biraz çay ister misin?"
"A1 2 M","wrong","adjective","yanlış","Your answer is completely wrong. Cevabın tamamen yanlış."
"A1 2 M","yesterday","adv + noun","dün","I saw him yesterday at the park. Onu dün parkta gördüm."
"A1 2 M","Zoe","noun","özel isim (Zoe)","Zoe has a nice white cat. Zoe'nin güzel bir beyaz kedisi var."
"A1 3 F","a few","determiner","birkaç","A few friends came to visit me. Birkaç arkadaş beni ziyarete geldi."
"A1 3 F","a little","adv + det","biraz","I need a little help. Biraz yardıma ihtiyacım var."
"A1 3 F","a.m. (for time)","noun","öğleden önce (saatler için)","The train leaves at 8 a.m. Tren sabah saat 8'de kalkıyor."
"A1 3 F","across","preposition","karşıya, karşıdan karşıya","We walked across the street. Caddeden karşıya yürüdük."
"A1 3 F","act","verb","oynamak, davranmak","She acts in school plays. Okul oyunlarında oynuyor."
"A1 3 F","actor","noun","aktör, oyuncu","He wants to become a famous actor. Ünlü bir aktör olmak istiyor."
"A1 3 F","actually","adverb","aslında, gerçekten","Actually, I didn't want to go. Aslında gitmek istemiyordum."
"A1 3 F","adventure","noun","macera","The book is about an exciting adventure. Kitap heyecan verici bir macera hakkındadır."
"A1 3 F","after","adv + conj","sonra","We went home after the movie. Filmden sonra eve gittik."
"A1 3 F","ago","adverb","önce (geçmiş zaman)","I met him two years ago. Onunla iki yıl önce tanıştım."
"A1 3 F","agree","verb","aynı fikirde olmak, katılmak","I agree with your idea. Fikrine katılıyorum."
"A1 3 F","air","noun","hava","Let's open the window for some fresh air. Temiz hava için pencereyi açalım."
"A1 3 F","airport","noun","havaalanı, havalimanı","We took a taxi to the airport. Havaalanına taksiyle gittik."
"A1 3 F","alone","adjective","yalnız","She lives alone in a big house. Büyük bir evde yalnız yaşıyor."
"A1 3 F","already","adverb","zaten, çoktan","I have already finished my homework. Ödevimi çoktan bitirdim."
"A1 3 F","also","adverb","de, da, ayrıca","She speaks English and she also speaks French. İngilizce konuşuyor ve ayrıca Fransızca da konuşuyor."
"A1 3 F","amazing","adj + exclamation","şaşırtıcı, harika","The view from the mountain was amazing. Dağdaki manzara harikaydı."
"A1 3 F","ambulance","noun","ambulans","The injured man was taken by ambulance. Yaralı adam ambulansla alındı."
"A1 3 F","anyone","pronoun","hiç kimse","Is there anyone in the room? Odada kimse var mı?"
"A1 3 F","anything","pronoun","herhangi bir şey","Do you need anything from the shop? Dükkandan bir şey istiyor musun?"
"A1 3 F","anywhere","adverb","herhangi bir yere","I can't find my keys anywhere. Anahtarlarımı hiçbir yerde bulamıyorum."
"A1 3 F","appear","verb","görünmek, ortaya çıkmak","A rainbow appeared after the rain. Yağmurdan sonra bir gökkuşağı belirdi."
"A1 3 F","April","noun","nisan","My birthday is in April. Doğum günüm nisan ayındadır."
"A1 3 F","arrive","verb","varmak, ulaşmak","We arrived at the station on time. İstasyona zamanında vardık."
"A1 3 F","art","noun","sanat","She is studying modern art at college. Üniversitede modern sanat okuyor."
"A1 3 F","artist","noun","sanatçı","Picasso was a famous Spanish artist. Picasso ünlü bir İspanyol sanatçıydı."
"A1 3 F","as","adverb","olarak, gibi","He works as an English teacher. İngilizce öğretmeni olarak çalışıyor."
"A1 3 F","as ... as","adverb","kadar (... -i kadar)","He is as tall as his brother. O da kardeşi kadar uzun boyludur."
"A1 3 F","astronaut","noun","astronot","Neil Armstrong was a famous astronaut. Neil Armstrong ünlü bir astronottu."
"A1 3 F","at the moment","adverb","şu anda","She is busy at the moment. Şu anda meşgul."
"A1 3 F","August","noun","ağustos","We usually go on holiday in August. Genellikle ağustos ayında tatile gideriz."
"A1 3 F","autumn (US fall)","noun","sonbahar","Leaves turn yellow and red in autumn. Sonbaharda yapraklar sarı ve kırmızıya döner."
"A1 3 F","away","adverb","uzakta","He went away on a business trip. İş gezisi için uzağa gitti."
"A1 3 F","backpack (UK rucksack)","noun","sırt çantası","He carries his books in a heavy backpack. Kitaplarını ağır bir sırt çantasında taşıyor."
"A1 3 F","bandage","noun","sargı bezi, yara bandı","The nurse put a bandage on his cut. Hemşire kesiğine bir sargı bezi sardı."
"A1 3 F","bank","noun","banka","I need to go to the bank to get some money. Para çekmek için bankaya gitmem gerekiyor."
"A1 3 F","beetle","noun","böcek","A black beetle crawled on the ground. Yerde siyah bir böcek gezindi."
"A1 3 F","before","adv + conj","önce","I had finished my work before he arrived. O varmadan önce işimi bitirmiştim."
"A1 3 F","begin","verb","başlamak","The concert will begin in ten minutes. Konser on dakika içinde başlayacak."
"A1 3 F","believe","verb","inanmak","I believe that everything will be fine. Her şeyin yoluna gireceğine inanıyorum."
"A1 3 F","belt","noun","kemer","He is wearing a black leather belt. Siyah deri bir kemer takıyor."
"A1 3 F","Betty","noun","özel isim (Betty)","Betty loves reading books in her room. Betty odasında kitap okumayı sever."
"A1 3 F","bicycle","noun","bisiklet","I ride my bicycle to school every day. Her gün okula bisikletimle giderim."
"A1 3 F","bin","noun","çöp kutusu","Throw the waste paper into the bin. Atık kağıdı çöp kutusuna at."
"A1 3 F","biscuit (US cookie)","noun","bisküvi","She ate a chocolate biscuit with tea. Çayla birlikte çikolatalı bir bisküvi yedi."
"A1 3 F","bit","noun","parça, biraz","Can you give me a bit of cake? Bana biraz kek verebilir misin?"
"A1 3 F","bored","adjective","sıkılmış","The children were bored during the long lecture. Uzun konferans sırasında çocuklar sıkıldı."
"A1 3 F","borrow","verb","ödünç almak","Can I borrow your pen, please? Kalemini ödünç alabilir miyim?"
"A1 3 F","bracelet","noun","bilezik","She is wearing a silver bracelet on her wrist. Bileğinde gümüş bir bilezik takıyor."
"A1 3 F","break","verb","kırmak","He fell down and broke his arm. Düşüp kolunu kırdı."
"A1 3 F","bridge","noun","köprü","The old bridge crosses the river. Eski köprü nehrin karşısına geçiyor."
"A1 3 F","broken","adjective","kırık","This chair is broken, we can't use it. Bu sandalye kırık, kullanamayız."
"A1 3 F","brush","noun + var","fırça / fırçalamak","Brush your teeth twice a day. Dişlerini günde iki kez fırçala."
"A1 3 F","burn","verb","yanmak, yakmak","Be careful not to burn your hand on the stove. Sobada elini yakmamaya dikkat et."
"A1 3 F","business","noun","iş, ticaret","He travels a lot on business. İş için çok seyahat ediyor."
"A1 3 F","businessman/woman","noun","iş adamı / iş kadını","She is a successful business woman. O başarılı bir iş kadınıdır."
"A1 3 F","butter","noun","tereyağı","Spread some butter on your bread. Ekmek üzerine biraz tereyağı sür."
"A1 3 F","butterﬂy","noun","kelebek","A colorful butterfly landed on the flower. Çiçeğin üzerine renkli bir kelebek kondu."
"A1 3 F","by myself","adverb","kendi başıma","I finished the project all by myself. Projeyi tamamen kendi başıma bitirdim."
"A1 3 F","by yourself","adverb","kendi başına (sen)","Can you do this task by yourself? Bu görevi kendi başına yapabilir misin?"
"A1 3 F","calendar","noun","takvim","Check the date on the kitchen calendar. Mutfak takviminden tarihe bak."
"A1 3 F","camel","noun","deve","A camel can live in the desert without water. Deve çölde susuz yaşayabilir."
"A1 3 F","camp","verb","kamp yapmak","We went camping in the mountains last summer. Geçen yaz dağlarda kamp yaptık."
"A1 3 F","card","noun","kart","He sent me a birthday card. Bana bir doğum günü kartı gönderdi."
"A1 3 F","cartoon","noun","çizgi film","Children love watching funny cartoons. Çocuklar komik çizgi filmler izlemeyi sever."
"A1 3 F","castle","noun","kale","The old castle stands on the hill. Eski kale tepede duruyor."
"A1 3 F","cave","noun","mağara","They explored the dark underground cave. Karanlık yer altı mağarasını keşfettiler."
"A1 3 F","century","noun","yüzyıl, asır","We live in the twenty-first century. Yirmi birinci yüzyılda yaşıyoruz."
"A1 3 F","cereal","noun","mısır gevreği","I eat cereal with milk for breakfast. Kahvaltıda sütle mısır gevreği yerim."
"A1 3 F","channel","noun","kanal (TV)","Change the TV channel to sports. Televizyon kanalını spor kanalına değiştir."
"A1 3 F","chat","verb","sohbet etmek","We sat at the café and chatted for an hour. Kafede oturup bir saat sohbet ettik."
"A1 3 F","cheap","adjective","ucuz","This jacket is very cheap and nice. Bu ceket çok ucuz ve güzel."
"A1 3 F","chemist(’s)","noun","eczane","I need to buy medicine at the chemist's. Eczaneden ilaç almam gerekiyor."
"A1 3 F","chess","noun","satranç","He plays chess with his grandfather. Büyükbabasıyla satranç oynar."
"A1 3 F","chopsticks","noun","yemek çubuğu (Çin yemekleri için)","Can you eat with chopsticks? Yemek çubuklarıyla yiyebilir misin?"
"A1 3 F","club","noun","kulüp","He joined the school chess club. Okul satranç kulübüne katıldı."
"A1 3 F","collect","verb","toplamak","She collects stamps from different countries. Farklı ülkelerden pul topluyor."
"A1 3 F","college","noun","yüksekokul, kolej","She is studying engineering at college. Üniversitede mühendislik okuyor."
"A1 3 F","comb","noun + var","tarak / taramak","She combed her long hair. Uzun saçlarını taradı."
"A1 3 F","competition","noun","yarışma","He won first prize in the art competition. Resim yarışmasında birincilik ödülü kazandı."
"A1 3 F","concert","noun","konser","We went to a rock music concert last night. Dün gece bir rock müzik konserine gittik."
"A1 3 F","conversation","noun","konuşma, sohbet","We had a long conversation about books. Kitaplar hakkında uzun bir sohbet yaptık."
"A1 3 F","cooker","noun","ocak, fırın (pişirici)","Turn off the gas cooker after cooking. Yemekten sonra gaz ocağını kapat."
"A1 3 F","cookie (UK biscuit)","noun","kurabiye","She baked sweet chocolate cookies. Tatlı çikolatalı kurabiyeler pişirdi."
"A1 3 F","corner","noun","köşe","The shop is on the street corner. Dükkan sokak köşesindedir."
"A1 3 F","costume","noun","kostüm","He wore a funny clown costume to the party. Partiye komik bir palyaço kostümü giydi."
"A1 3 F","could (for possibility)","verb","-ebilir (olasılık)","It could rain later this afternoon, take an umbrella. Öğleden sonra yağmur yağabilir, şemsiye al."
"A1 3 F","creature","noun","yaratık, canlı","Deep sea creatures are very strange. Derin deniz yaratıkları çok tuhaftır."
"A1 3 F","crown","noun","taç","The king wore a golden crown on his head. Kral kafesinde altın bir taç taktı."
"A1 3 F","cushion","noun","minder, yastık","She put a soft cushion on the sofa. Kanepeye yumuşak bir minder koydu."
"A1 3 F","cut","verb","kesmek","Be careful when you cut the paper with scissors. Kağıdı makasla keserken dikkatli ol."
"A1 3 F","cycle","verb","bisiklet sürmek","He cycles to work every morning. Her sabah işe bisikletle gidiyor."
"A1 3 F","dark","adjective","karanlık","It gets dark very early in winter. Kışın hava çok erken kararıyor."
"A1 3 F","date (as in time)","noun","tarih","What is today's date? Bugünün tarihi nedir?"
"A1 3 F","David","noun","özel isim (David)","David is playing tennis with his brother. David kardeşiyle tenis oynuyor."
"A1 3 F","dear (as in Dear Harry)","adjective","sevgili","Dear Harry, I hope you are well. Sevgili Harry, umarım iyisindir."
"A1 3 F","December","noun","aralık (ay)","The year ends in December. Yıl aralık ayında biter."
"A1 3 F","decide","verb","karar vermek","We need to decide where to go for the holiday. Tatil için nereye gideceğimize karar vermeliyiz."
"A1 3 F","deep","adjective","derin","The swimming pool is very deep here. Yüzme havuzu burada çok derindir."
"A1 3 F","delicious","adjective","lezzetli, nefis","Mom cooked a delicious dinner. Anne nefis bir akşam yemeği pişirdi."
"A1 3 F","desert","noun","çöl","Camels can survive in the hot desert. Develer sıcak çölde hayatta kalabilir."
"A1 3 F","design","noun + var","tasarım / tasarlamak","He works as a web page designer. Web sayfası tasarımcısı olarak çalışıyor."
"A1 3 F","designer","noun","tasarımcı","She is a fashion clothes designer. O moda kıyafetler tasarımcısıdır."
"A1 3 F","diary","noun","günlük (ajanda)","She writes down her daily thoughts in her diary. Günlük düşüncelerini günlüğüne yazar."
"A1 3 F","dictionary","noun","sözlük","Look up the new word in the dictionary. Yeni kelimeyi sözlükten bul."
"A1 3 F","dinosaur","noun","dinozor","Dinosaurs lived millions of years ago. Dinozorlar milyonlarca yıl önce yaşadı."
"A1 3 F","disappear","verb","ortadan kaybolmak","The sun disappeared behind the dark clouds. Güneş kara bulutların arkasında kayboldu."
"A1 3 F","drum","noun","davul, bongo","He plays the drums in a rock band. Bir rock grubunda davul çalıyor."
"A1 3 F","during","preposition","sırasında, boyunca","We stayed indoors during the heavy storm. Şiddetli fırtına sırasında içeride kaldık."
"A1 3 F","each","det + pron","her biri","Each student received a small gift. Her öğrencier küçük birer hediye aldı."
"A1 3 F","eagle","noun","kartal","An eagle flew high above the mountains. Bir kartal dağların üzerinde yükseğe uçtu."
"A1 3 F","early","adj + adv","erken","I woke up early this morning. Bu sabah erken uyandım."
"A1 3 F","Earth","noun","dünya (gezegen)","We must protect planet Earth. Dünya gezegenini korumalıyız."
"A1 3 F","east","noun","doğu","The sun rises in the east. Güneş doğudan doğar."
"A1 3 F","elbow","noun","dirsek","He fell down and hurt his elbow. Düşüp dirseğini incitti."
"A1 3 F","else","adverb","başka","Would you like anything else? Başka bir şey ister misin?"
"A1 3 F","Emma","noun","özel isim (Emma)","Emma is reading a book in the garden. Emma bahçede kitap okuyor."
"A1 3 F","empty","adjective","boş","The bottle of water is completely empty. Su şişesi tamamen boştur."
"A1 3 F","end","verb","bitmek, sona ermek","The lesson will end at ten o'clock. Ders saat onda bitecek."
"A1 3 F","engine","noun","motor","The car engine is running smoothly. Araba motoru sorunsuz çalışıyor."
"A1 3 F","engineer","noun","mühendis","My brother works as a computer engineer. Erkek kardeşim bilgisayar mühendisi olarak çalışıyor."
"A1 3 F","enormous","adjective","kocaman, devasa","An elephant is an enormous animal. Fil devasa bir hayvandır."
"A1 3 F","enough","adj + pron","yeterli, yeterince","We have enough food for the party. Parti için yeterli yiyeceğimiz var."
"A1 3 F","enter (a competition)","verb","girmek (yarışmaya vb.)","She decided to enter the art competition. Resim yarışmasına girmeye karar verdi."
"A1 3 F","entrance","noun","giriş","We met at the main entrance of the cinema. Sinemanın ana girişinde buluştuk."
"A1 3 F","envelope","noun","zarf","Put the letter into an envelope and seal it. Mektubu bir zarfa koy ve kapat."
"A1 3 F","environment","noun","çevre, doğa","We must protect our natural environment. Doğal çevremizi korumalıyız."
"A1 3 F","ever","adverb","hiç (hiçbir zaman anlamında)","Have you ever been to London? Hiç Londra'da bulundun mu?"
"A1 3 F","everywhere","adverb","her yer, her yerde","I looked for my keys everywhere. Anahtarlarımı her yerde aradım."
"A1 3 F","excellent","adj + exclamation","mükemmel, harika","Your test result is excellent. Sınav sonucun mükemmel."
"A1 3 F","excited","adjective","heyecanlı","The children are excited about the trip. Çocuklar gezi için heyecanlı."
"A1 3 F","exit","noun","çıkış","Follow the signs to find the fire exit. Yangın çıkışını bulmak için tabelaları takip et."
"A1 3 F","expensive","adjective","pahalı","This leather jacket is very expensive. Bu deri ceket çok pahalı."
"A1 3 F","explain","verb","açıklamak","Can you explain this rule to me? Bu kuralı bana açıklayabilir misin?"
"A1 3 F","explore","verb","keşfetmek","They went out to explore the old town. Eski kasabayı keşfetmeye çıktılar."
"A1 3 F","extinct","adjective","nesli tükenmiş","Dinosaurs are completely extinct animals. Dinozorlar nesli tamamen tükenmiş hayvanlardır."
"A1 3 F","factory","noun","fabrika","He works in a car manufacturing factory. Bir otomobil fabrikasında çalışıyor."
"A1 3 F","fall (UK autumn)","noun","sonbahar","The leaves fall from the trees in fall. Sonbaharda yapraklar ağaçlardan düşer."
"A1 3 F","fall over","verb","yere kapaklanmak, düşmek","He tripped on a stone and fell over. Bir taşa takılıp yere düştü."
"A1 3 F","far","adj + adv","uzak","The station is not far from here. İstasyon buradan uzak değil."
"A1 3 F","fast","adj + adv","hızlı, hızlıca","He can run very fast. Çok hızlı koşabilir."
"A1 3 F","February","noun","şubat","February is the shortest month of the year. Şubat, yılın en kısa ayıdır."
"A1 3 F","feel","verb","hissetmek","I feel much better today. Bugün kendimi çok daha iyi hissediyorum."
"A1 3 F","festival","noun","festival","We attended the annual music festival. Yıllık müzik festivaline katıldık."
"A1 3 F","fetch","verb","gidip getirmek","Go and fetch my coat, please. Git ve montumu getir, lütfen."
"A1 3 F","file (as in open and close a file )","noun","dosya","Save your document as a new file. Belgeni yeni bir dosya olarak kaydet."
"A1 3 F","find out","verb","öğrenmek, ortaya çıkarmak","I want to find out how it works. Nasıl çalıştığını öğrenmek istiyorum."
"A1 3 F","finger","noun","parmak","He cut his finger with a knife. Bıçağıyla parmağını kesti."
"A1 3 F","finish","verb","bitirmek","I need to finish my homework tonight. Ödevimi bu gece bitirmem gerekiyor."
"A1 3 F","fire engine (US fire truck )","noun","itfaiye aracı","A fire engine rushed down the street. Bir itfaiye aracı sokaktan hızla geçti."
"A1 3 F","fire fighter","noun","itfaiyeci","The brave firefighter put out the fire. Cesur itfaiyeci yangını söndürdü."
"A1 3 F","fire","noun","ateş, yangın","They made a warm fire in the garden. Bahçede sıcak bir ateş yaktılar."
"A1 3 F","fire station","noun","itfaiye istasyonu","The fire station is near our school. İtfaiye istasyonu okulunun yakınındadır."
"A1 3 F","ﬂag","noun","bayrak","The national flag waved in the wind. Ulusal bayrak rüzgarda dalgalandı."
"A1 3 F","ﬂashlight (UK torch)","noun","el feneri","Use a flashlight to see in the dark. Karanlıkta görmek için el feneri kullan."
"A1 3 F","ﬂour","noun","un","Mom used flour to bake bread. Anne ekmek pişirmek için un kullandı."
"A1 3 F","fog","noun","sis","Dense fog covered the whole city. Yoğun sis bütün şehri kapladı."
"A1 3 F","foggy","adjective","sisli","It is a cold and foggy morning. Soğuk ve sisli bir sabah."
"A1 3 F","follow","verb","takip etmek","Follow me, I know the way. Beni takip et, yolu biliyorum."
"A1 3 F","for prep of time","preposition","süre boyunca (-dir, -dır)","I have lived here for ten years. On yıldır burada yaşıyorum."
"A1 3 F","forget","verb","unutmak","Don't forget your keys on the table. Anahtarlarını masada unutma."
"A1 3 F","fork","noun","çatal","Eat your salad with a fork. Salatanı çatalla ye."
"A1 3 F","Frank","noun","özel isim (Frank)","Frank is my classmate at school. Frank okuldaki sınıf arkadaşımdır."
"A1 3 F","fridge","noun","buzdolabı","Put the milk back into the fridge. Sütü tekrar buzdolabına koy."
"A1 3 F","friendly","adjective","dost canlısı, samimi","The people in this town are very friendly. Bu kasabadaki insanlar çok samimi."
"A1 3 F","frightening","adjective","korkutucu","The thunderstorm last night was frightening. Dün geceki gök gürültülü fırtına korkutucuydu."
"A1 3 F","front","adj + noun","ön, ön taraf","He sat in the front seat of the car. Arabanın ön koltuğuna oturdu."
"A1 3 F","full","adjective","dolu","The glass is full of water. Bardak su dolu."
"A1 3 F","fur","noun","kürk, post","Polar bears have thick white fur. Kutup ayılarının kalın beyaz kürkü vardır."
"A1 3 F","furry","adjective","tüylü","The little cat is very soft and furry. Küçük kedi çok yumuşak ve tüylüdür."
"A1 3 F","future","noun","gelecek","We all think about our future. Hepimiz geleceğimizi düşünüyoruz."
"A1 3 F","gate","noun","bahçe kapısı, giriş kapısı","Close the garden gate, please. Lütfen bahçe kapısını kapat."
"A1 3 F","geography","noun","coğrafya","We study maps in geography lessons. Coğrafya derslerinde haritalar çalışıyoruz."
"A1 3 F","George","noun","özel isim (George)","George likes playing tennis on Sundays. George pazar günleri tenis oynamayı sever."
"A1 3 F","get to","verb","varmak, ulaşmak","How do you get to school? Okula nasıl ulaşıyorsun?"
"A1 3 F","glass","adjective","camp (sıfat olarak camdan)","He bought a small glass vase. Küçük bir cam vazo satın aldı."
"A1 3 F","glove","noun","eldiven","Wear your woolen gloves in winter. Kışın yün eldivenlerini giy."
"A1 3 F","glue","noun + var","tutkal / yapıştırmak","Use glue to stick the paper parts together. Kağıt parçalarını birbirine yapıştırmak için tutkal kullan."
"A1 3 F","go away","exclamation","git buradan, defol","Go away, I want to be alone. Git buradan, yalnız kalmak istiyorum."
"A1 3 F","go out","verb","dışarı çıkmak","We are going out for dinner tonight. Bu gece akşam yemek için dışarı çıkıyoruz."
"A1 3 F","gold","adj + noun","altın, altından","She is wearing a gold necklace. Altın bir kolye takıyor."
"A1 3 F","golf","noun","golf","He plays golf at the weekend. Hafta sonu golf oynar."
"A1 3 F","group","noun","grup","We worked in groups on the project. Projede gruplar halinde çalıştık."
"A1 3 F","guess","noun + var","tahmin / tahmin etmek","Can you guess what is in the box? Kutunun içinde ne olduğunu tahmin edebilir misin?"
"A1 3 F","gym","noun","spor salonu","I exercise at the gym twice a week. Haftada iki kez spor salonunda egzersiz yaparım."
"A1 3 F","half","adj + noun","yarım, buçuk","Half of the students passed the test. Öğrencilerin yarısı testi geçti."
"A1 3 F","happen","verb","olmak, meydana gelmek","What happened here yesterday? Dün burada ne oldu?"
"A1 3 F","hard","adj + adv","zor, sert / sıkıca","He worked hard to pass the exam. Sınavı geçmek için çok çalıştı."
"A1 3 F","Harry","noun","özel isim (Harry)","Harry is playing football with his friends. Harry arkadaşlarıyla futbol oynuyor."
"A1 3 F","hate","verb","nefret etmek","I hate waking up early in the morning. Sabah erken uyanmaktan nefret ederim."
"A1 3 F","hear","verb","duymak","Can you hear that strange sound? O tuhaf sesi duyabiliyor musun?"
"A1 3 F","heavy","adjective","ağır","This box is too heavy for me to lift. Bu kutu kaldırmam için çok ağır."
"A1 3 F","Helen","noun","özel isim (Helen)","Helen likes reading poetry books. Helen şiir kitapları okumayı sever."
"A1 3 F","high","adjective","yüksek","They climbed up the high mountain. Yüksek dağa tırmandılar."
"A1 3 F","hill","noun","tepe","Our house is built on a small hill. Evimiz küçük bir tepenin üzerine kurulmuştur."
"A1 3 F","history","noun","tarih","We learn about past events in history. Tarihte geçmiş olaylar hakkında bilgi öğreniyoruz."
"A1 3 F","hole","noun","delik","There is a small hole in my sock. Çorabımda küçük bir delik var."
"A1 3 F","Holly","noun","özel isim (Holly)","Holly has a cute little puppy. Holly'nin sevimli küçük bir köpek yavrusu var."
"A1 3 F","honey","noun","bal","Bees make sweet honey. Arılar tatlı bal yapar."
"A1 3 F","hope","verb","umdemek, umut etmek","I hope you will pass your exam. Sınavını geçeceğini umuyorum."
"A1 3 F","horrible","adjective","korkunç, berbat","The weather outside is horrible today. Dışarıdaki hava bugün berbat."
"A1 3 F","hotel","noun","otel","We stayed at a luxury hotel during our holiday. Tatilimiz sırasında lüks bir otelde kaldık."
"A1 3 F","hour","noun","saat (zaman dilimi)","The journey takes about two hours. Yolculuk yaklaşık iki saat sürüyor."
"A1 3 F","how long","adv + int","ne kadar süre","How long does it take to get there? Oraya varmak ne kadar sürüyor?"
"A1 3 F","hurry","verb","acele etmek","Hurry up, we will miss the train. Acele et, treni kaçıracağız."
"A1 3 F","husband","noun","koca, eş","Her husband works as an engineer. Kocası mühendis olarak çalışıyor."
"A1 3 F","if","conjunction","eğer","If it rains, we will stay at home. Eğer yağmur yağarsa, evde kalacağız."
"A1 3 F","if you want","exclamation","istersen","We can go out, if you want. Dışarı çıkabiliriz, istersen."
"A1 3 F","important","adjective","önemli","This is a very important meeting. Bu çok önemli bir toplantıdır."
"A1 3 F","improve","verb","geliştirmek","I want to improve my English skills. İngilizce becerilerimi geliştirmek istiyorum."
"A1 3 F","in a minute","exclamation","bir dakikaya, hemen","I will be ready in a minute. Bir dakikaya hazır olacağım."
"A1 3 F","information","noun","bilgi","You can find useful information online. İnternette yararlı bilgiler bulabilirsin."
